行 ID,オーダー ID,オーダー日,出荷日,出荷モード,顧客 ID,顧客名,顧客区分,市区町村,都道府県,国/地域,地域,製品 ID,カテゴリ,サブカテゴリ,製品名,売上,数量,割引率,利益
5851,JP-2020-3973327,2020-12-03,2020-12-09,通常配送,数直-12880,数井 直樹,大企業,堺市堺区,大阪府,日本,関西地方,事務用-アプ-10003556,事務用品,アプライアンス,"フーバー 冷蔵庫, 白",139840.0,4,0.0,37752.0
5852,JP-2019-2312783,2019-09-02,2019-09-08,通常配送,佐大-17230,佐久間 大翔,消費者,富田林市,大阪府,日本,関西地方,家具-椅子-10000996,家具,椅子,"Novimex スツール, 調整可能",11130.000000000002,1,0.0,4340.0
5853,JP-2019-2312783,2019-09-02,2019-09-08,通常配送,佐大-17230,佐久間 大翔,消費者,富田林市,大阪府,日本,関西地方,事務用-画材-10000508,事務用品,画材,"BIC マーカー, 青",7048.0,4,0.0,1688.0
5854,JP-2019-2312783,2019-09-02,2019-09-08,通常配送,佐大-17230,佐久間 大翔,消費者,富田林市,大阪府,日本,関西地方,事務用-ラベ-10002081,事務用品,ラベル,"Hon 色分けラベル, 白",853.9999999999999,1,0.0,42.0
5855,JP-2020-2749120,2020-11-02,2020-11-04,セカンド クラス,大延-20350,大津 延,小規模事業所,猿島郡境町,茨城県,日本,関東地方,家具-椅子-10003541,家具,椅子,"SAFCO スツール, 調整可能",34086.00000000001,3,0.0,4770.0
5856,JP-2021-2178053,2021-10-10,2021-10-15,通常配送,沢直-15850,沢目 直樹,消費者,尾鷲市,三重県,日本,関西地方,事務用-バイ-10002488,事務用品,バインダー,"Ibico とじ機, リサイクル",6213.599999999999,3,0.4,-1346.3999999999996
5857,JP-2021-2178053,2021-10-10,2021-10-15,通常配送,沢直-15850,沢目 直樹,消費者,尾鷲市,三重県,日本,関西地方,家具-本棚-10002919,家具,本棚,"Safco 書庫, 白",47077.2,3,0.4,-27466.799999999996
5858,JP-2021-2178053,2021-10-10,2021-10-15,通常配送,沢直-15850,沢目 直樹,消費者,尾鷲市,三重県,日本,関西地方,家電-電話-10004374,家電,電話機,"シスコ 充電器, 各種サイズ",78508.79999999999,3,0.4,-52084.200000000004
5859,JP-2021-2178053,2021-10-10,2021-10-15,通常配送,沢直-15850,沢目 直樹,消費者,尾鷲市,三重県,日本,関西地方,事務用-クリ-10004358,事務用品,クリップ,"Stockwell 押しピン, 12 パック",2760.0,5,0.4,-1150.0000000000002
5860,JP-2021-2178053,2021-10-10,2021-10-15,通常配送,沢直-15850,沢目 直樹,消費者,尾鷲市,三重県,日本,関西地方,事務用-クリ-10004329,事務用品,クリップ,"OIC 輪ゴム, 各種サイズ",2904.0,5,0.4,-686.0000000000002
5861,JP-2021-2178053,2021-10-10,2021-10-15,通常配送,沢直-15850,沢目 直樹,消費者,尾鷲市,三重県,日本,関西地方,家具-テー-10003399,家具,テーブル,"Barricks コーヒー テーブル, 黒",60300.0,5,0.4,-25130.0
5862,JP-2021-2178053,2021-10-10,2021-10-15,通常配送,沢直-15850,沢目 直樹,消費者,尾鷲市,三重県,日本,関西地方,事務用-ラベ-10002098,事務用品,ラベル,"Smead 丸型ラベル, 白",827.9999999999998,3,0.4,-528.0
5863,JP-2019-1273974,2019-11-10,2019-11-14,通常配送,中葵-16645,中塩 葵,消費者,新宿区,東京都,日本,関東地方,家具-椅子-10001335,家具,椅子,"Novimex スツール, 黒",27545.100000000002,3,0.15,4535.099999999999
5864,JP-2020-2586019,2020-11-06,2020-11-13,通常配送,石雄-11680,石堂 雄大,消費者,桑名市,三重県,日本,関西地方,家電-コピ-10001026,家電,コピー機,"ブラザー 無線ファックス, 赤",30160.8,2,0.4,-5027.199999999999
5865,JP-2020-2586019,2020-11-06,2020-11-13,通常配送,石雄-11680,石堂 雄大,消費者,桑名市,三重県,日本,関西地方,家電-付属-10004928,家電,付属品,"サンディスク メモリ カード, リサイクル",8817.599999999999,2,0.4,-1618.3999999999996
5866,JP-2022-1243842,2022-05-06,2022-05-12,通常配送,滝節-16225,滝村 節子,大企業,川越市,埼玉県,日本,関東地方,家電-電話-10002265,家電,電話機,"シスコ オーディオ ドック, 各種サイズ",24656.0,2,0.0,170.0
5867,JP-2022-1243842,2022-05-06,2022-05-12,通常配送,滝節-16225,滝村 節子,大企業,川越市,埼玉県,日本,関東地方,家電-付属-10001365,家電,付属品,"ロジクール フラッシュ ドライブ, エコノミー",6101.999999999998,3,0.0,2376.0
5868,JP-2022-1243842,2022-05-06,2022-05-12,通常配送,滝節-16225,滝村 節子,大企業,川越市,埼玉県,日本,関東地方,事務用-バイ-10004226,事務用品,バインダー,"カーディナル 穴あけパンチ, リサイクル",5832.000000000001,3,0.0,816.0
5869,JP-2022-1243842,2022-05-06,2022-05-12,通常配送,滝節-16225,滝村 節子,大企業,川越市,埼玉県,日本,関東地方,事務用-クリ-10002876,事務用品,クリップ,"Accos ペーパー クリップ, 各種サイズ",1532.0,2,0.0,28.000000000000004
5870,JP-2022-1243842,2022-05-06,2022-05-12,通常配送,滝節-16225,滝村 節子,大企業,川越市,埼玉県,日本,関東地方,事務用-ラベ-10001337,事務用品,ラベル,"Smead 色分けラベル, 白",869.9999999999999,1,0.0,174.0
5871,JP-2022-1335401,2022-05-09,2022-05-10,ファースト クラス,神翔-11290,神本 翔,消費者,和泉市,大阪府,日本,関西地方,事務用-ラベ-10004401,事務用品,ラベル,"Avery 輸送用ラベル, 高耐久性",1632.0,2,0.0,212.0
5872,JP-2021-1507289,2021-04-18,2021-04-18,即日配送,高由-17365,高津戸 由美,消費者,高山市,岐阜県,日本,中部地方,家電-付属-10003618,家電,付属品,"メモレックス ルータ, リサイクル",81340.0,5,0.0,3250.0
5873,JP-2021-1507289,2021-04-18,2021-04-18,即日配送,高由-17365,高津戸 由美,消費者,高山市,岐阜県,日本,中部地方,家具-本棚-10003800,家具,本棚,"Safco クラシック スタイルの本棚, メタル",116696.0,4,0.0,25672.000000000004
5874,JP-2021-1507289,2021-04-18,2021-04-18,即日配送,高由-17365,高津戸 由美,消費者,高山市,岐阜県,日本,中部地方,事務用-クリ-10003302,事務用品,クリップ,"Stockwell ペーパー クリップ, 12 パック",888.0000000000001,1,0.0,113.99999999999999
5875,JP-2022-1192276,2022-08-19,2022-08-22,ファースト クラス,栢正-14215,栢木 正,大企業,沼津市,静岡県,日本,中部地方,家具-テー-10002787,家具,テーブル,"Hon 会議机, 組み立て済み",258425.99999999994,7,0.4,-171689.0
5876,JP-2021-1213392,2021-10-24,2021-10-28,通常配送,吉大-15445,吉河 大翔,消費者,佐世保市,長崎県,日本,九州,事務用-クリ-10003741,事務用品,クリップ,"Accos ホチキス, 各種サイズ",672.0,2,0.4,64.0
5877,JP-2021-2907069,2021-05-13,2021-05-18,通常配送,安節-12700,安宅 節子,小規模事業所,宇部市,山口県,日本,中国地方,事務用-クリ-10000812,事務用品,クリップ,"Stockwell 画鋲, 12 パック",1036.8,2,0.4,-383.20000000000005
5878,JP-2021-2907069,2021-05-13,2021-05-18,通常配送,安節-12700,安宅 節子,小規模事業所,宇部市,山口県,日本,中国地方,家電-コピ-10003325,家電,コピー機,"シャープ 家庭用コピー機, 赤",28368.0,6,0.4,0.0
5879,JP-2022-3077787,2022-12-06,2022-12-10,セカンド クラス,栢正-14215,栢木 正,大企業,旭市,千葉県,日本,関東地方,事務用-画材-10003967,事務用品,画材,"Stanley マーカー, 大容量パック",1797.6,2,0.4,-482.4000000000001
5880,JP-2020-2749120,2020-11-20,2020-11-26,通常配送,及進-21550,及川 進,小規模事業所,田川郡川崎町,福岡県,日本,九州,事務用-アプ-10003900,事務用品,アプライアンス,"クイジナート 電子レンジ, 赤",18564.0,1,0.0,927.9999999999999
5881,JP-2022-3986311,2022-01-20,2022-01-24,通常配送,内海-13585,内間 海斗,大企業,浜松市中区,静岡県,日本,中部地方,家電-付属-10002701,家電,付属品,"ベルキン ルータ, 高耐久性",93225.59999999999,9,0.4,-14.39999999999418
5882,JP-2022-3986311,2022-01-20,2022-01-24,通常配送,内海-13585,内間 海斗,大企業,浜松市中区,静岡県,日本,中部地方,家具-本棚-10000261,家具,本棚,"イケア クラシック スタイルの本棚, 白",115995.59999999998,7,0.4,-67670.4
5883,JP-2020-3986612,2020-10-06,2020-10-08,セカンド クラス,花三-17410,花畑 三郎,消費者,名取市,宮城県,日本,東北地方,事務用-画材-10002159,事務用品,画材,"Boston ペン, 青",4740.0,5,0.0,1510.0
5884,JP-2019-1289919,2019-08-31,2019-09-03,ファースト クラス,積千-19675,積田 千代,小規模事業所,松山市,愛媛県,日本,四国,家具-本棚-10002821,家具,本棚,"Sauder クラシック スタイルの本棚, 白",175403.99999999997,6,0.0,82428.0
5885,JP-2019-1289919,2019-08-31,2019-09-03,ファースト クラス,積千-19675,積田 千代,小規模事業所,松山市,愛媛県,日本,四国,事務用-紙-10003455,事務用品,紙,"Green Bar リーム, プレミアム",7936.0,4,0.0,2696.0
5886,JP-2021-1210429,2021-05-15,2021-05-17,ファースト クラス,川重-20965,川杉 重子,大企業,市原市,千葉県,日本,関東地方,家電-電話-10002298,家電,電話機,"シスコ スマートフォン, 各種サイズ",39572.4,7,0.4,-25786.600000000002
5887,JP-2021-1210429,2021-05-15,2021-05-17,ファースト クラス,川重-20965,川杉 重子,大企業,市原市,千葉県,日本,関東地方,家電-電話-10004087,家電,電話機,"アップル スマートフォン, 青",4932.0,1,0.4,-2550.0
5888,JP-2020-1044783,2020-06-15,2020-06-20,通常配送,梶静-13675,梶山 静香,小規模事業所,倉敷市,岡山県,日本,中国地方,家電-付属-10004261,家電,付属品,"エナーマックス メモリ カード, プログラミング可能",30903.999999999996,4,0.0,7416.0
5889,JP-2020-1044783,2020-06-15,2020-06-20,通常配送,梶静-13675,梶山 静香,小規模事業所,倉敷市,岡山県,日本,中国地方,事務用-アプ-10002118,事務用品,アプライアンス,"クイジナート 冷蔵庫, 赤",99216.0,3,0.0,20832.0
5890,JP-2020-1044783,2020-06-15,2020-06-20,通常配送,梶静-13675,梶山 静香,小規模事業所,倉敷市,岡山県,日本,中国地方,事務用-封筒-10000424,事務用品,封筒,"GlobeWeis 業務用封筒, シルバー",6580.0,5,0.0,130.0
5891,JP-2020-3989749,2020-01-25,2020-01-28,セカンド クラス,沢直-15850,沢目 直樹,消費者,福山市,広島県,日本,中国地方,事務用-画材-10001543,事務用品,画材,"Sanford 鉛筆削り, 青",3616.2,3,0.3,874.1999999999998
5892,JP-2020-3989749,2020-01-25,2020-01-28,セカンド クラス,沢直-15850,沢目 直樹,消費者,福山市,広島県,日本,中国地方,家電-コピ-10000938,家電,コピー機,"ヒューレット・パッカード コピー機, 赤",34916.0,2,0.0,11520.0
5893,JP-2019-1153699,2019-07-11,2019-07-13,セカンド クラス,小美-17080,小森 美羽,消費者,四国中央市,愛媛県,日本,四国,家具-家具-10002783,家具,家具,"Deflect-O ドア ストッパー, 黒",16408.0,7,0.2,-2464.0
5894,JP-2019-1153699,2019-07-11,2019-07-13,セカンド クラス,小美-17080,小森 美羽,消費者,四国中央市,愛媛県,日本,四国,家電-コピ-10002744,家電,コピー機,"シャープ 家庭用コピー機, デジタル",23928.000000000004,3,0.0,7176.0
5895,JP-2019-1153699,2019-07-11,2019-07-13,セカンド クラス,小美-17080,小森 美羽,消費者,四国中央市,愛媛県,日本,四国,事務用-バイ-10002621,事務用品,バインダー,"カーディナル バインダー, エコノミー",921.9999999999999,1,0.0,404.0
5896,JP-2021-1632433,2021-10-23,2021-10-27,通常配送,目翔-15475,目崎 翔,消費者,高槻市,大阪府,日本,関西地方,事務用-ラベ-10004737,事務用品,ラベル,"Harbour Creations 輸送用ラベル, 赤",6768.0,9,0.0,2970.0
5897,JP-2021-1632433,2021-10-23,2021-10-27,通常配送,目翔-15475,目崎 翔,消費者,高槻市,大阪府,日本,関西地方,家具-椅子-10001202,家具,椅子,"Novimex スツール, 2 つセット",66684.0,6,0.0,4656.0
5898,JP-2021-1632433,2021-10-23,2021-10-27,通常配送,目翔-15475,目崎 翔,消費者,高槻市,大阪府,日本,関西地方,家具-椅子-10002810,家具,椅子,"SAFCO 椅子用マット, 2 つセット",12414.0,3,0.0,492.0
5899,JP-2021-3994232,2021-12-12,2021-12-16,通常配送,安正-19990,安部 正,消費者,新宿区,東京都,日本,関東地方,事務用-バイ-10003962,事務用品,バインダー,"アコ タブ, 高耐久性",2284.7999999999997,4,0.15,908.8
5900,JP-2020-1174888,2020-10-06,2020-10-12,通常配送,美勇-11425,美野 勇,消費者,福山市,広島県,日本,中国地方,事務用-封筒-10003906,事務用品,封筒,"GlobeWeis 茶封筒, 50 枚セット",12782.000000000002,7,0.0,1400.0
5901,JP-2020-2510222,2020-03-10,2020-03-15,通常配送,増豊-11890,増川 豊,消費者,宇部市,山口県,日本,中国地方,家電-付属-10000258,家電,付属品,"ベルキン キーパッド, リサイクル",4444.8,2,0.4,-1335.2000000000003
5902,JP-2020-2510222,2020-03-10,2020-03-15,通常配送,増豊-11890,増川 豊,消費者,宇部市,山口県,日本,中国地方,家電-付属-10004603,家電,付属品,"ロジクール マウス, リサイクル",2167.2000000000003,2,0.4,-1120.8000000000002
5903,JP-2020-1178401,2020-10-20,2020-10-24,セカンド クラス,中茂-10135,中里 茂,小規模事業所,土浦市,茨城県,日本,関東地方,事務用-文房-10001857,事務用品,文房具,"Acme 定規, 長方形",2682.0,3,0.0,750.0
5904,JP-2021-3077710,2021-07-26,2021-07-31,通常配送,軸剛-17425,軸丸 剛,大企業,新宿区,東京都,日本,関東地方,家電-事務-10001351,家電,事務機器,"StarTech プリンター, マルチカラー",43548.90000000001,3,0.15,12804.9
5905,JP-2021-1475414,2021-06-20,2021-06-27,通常配送,安正-19990,安部 正,消費者,茨木市,大阪府,日本,関西地方,家具-本棚-10002348,家具,本棚,"イケア 棚セット, 従来型",22712.0,2,0.0,2952.0
5906,JP-2021-1475414,2021-06-20,2021-06-27,通常配送,安正-19990,安部 正,消費者,茨木市,大阪府,日本,関西地方,家電-電話-10004548,家電,電話機,"モトローラ オーディオ ドック, 各種サイズ",35244.0,3,0.0,255.0
5907,JP-2021-1475414,2021-06-20,2021-06-27,通常配送,安正-19990,安部 正,消費者,茨木市,大阪府,日本,関西地方,事務用-バイ-10002237,事務用品,バインダー,"ウィルソン・ジョーンズ バインダー, クリア",2496.0,3,0.0,744.0
5908,JP-2021-1475414,2021-06-20,2021-06-27,通常配送,安正-19990,安部 正,消費者,茨木市,大阪府,日本,関西地方,事務用-ラベ-10000595,事務用品,ラベル,"Harbour Creations ファイル フォルダ ラベル, 白",1746.0,3,0.0,138.0
5909,JP-2020-1294238,2020-06-01,2020-06-04,セカンド クラス,貝翔-17350,貝原 翔,消費者,四国中央市,愛媛県,日本,四国,事務用-紙-10002174,事務用品,紙,"ゼロックス ノート, マルチカラー",1852.0,1,0.0,574.0
5910,JP-2020-1294238,2020-06-01,2020-06-04,セカンド クラス,貝翔-17350,貝原 翔,消費者,四国中央市,愛媛県,日本,四国,事務用-文房-10001218,事務用品,文房具,"Elite カッター ナイフ, 業務用",19471.999999999996,8,0.0,680.0
5911,JP-2020-4001481,2020-04-05,2020-04-09,通常配送,苅蓮-10060,苅込 蓮,小規模事業所,周南市,山口県,日本,中国地方,家電-電話-10002395,家電,電話機,"ノキア 信号ブースター, 各種サイズ",11148.0,2,0.4,-7262.0
5912,JP-2020-4001481,2020-04-05,2020-04-09,通常配送,苅蓮-10060,苅込 蓮,小規模事業所,周南市,山口県,日本,中国地方,家電-コピ-10004958,家電,コピー機,"シャープ ファックスとコピー機, 赤",20015.999999999996,3,0.4,-11675.999999999996
5913,JP-2020-4001481,2020-04-05,2020-04-09,通常配送,苅蓮-10060,苅込 蓮,小規模事業所,周南市,山口県,日本,中国地方,事務用-封筒-10003709,事務用品,封筒,"Kraft 社内用封筒, リサイクル",3657.6,2,0.4,365.5999999999999
5914,JP-2020-4001481,2020-04-05,2020-04-09,通常配送,苅蓮-10060,苅込 蓮,小規模事業所,周南市,山口県,日本,中国地方,事務用-保管-10003194,事務用品,保管箱,"Fellowes ロッカー, 業務用",16624.8,2,0.4,-5267.200000000001
5915,JP-2020-4001481,2020-04-05,2020-04-09,通常配送,苅蓮-10060,苅込 蓮,小規模事業所,周南市,山口県,日本,中国地方,事務用-文房-10000856,事務用品,文房具,"Stiletto 大型のはさみ, スチール",20895.600000000002,11,0.4,-10454.400000000003
5916,JP-2020-4001481,2020-04-05,2020-04-09,通常配送,苅蓮-10060,苅込 蓮,小規模事業所,周南市,山口県,日本,中国地方,事務用-封筒-10000685,事務用品,封筒,"GlobeWeis 茶封筒, シルバー",8341.199999999999,7,0.4,-2.8000000000010914
5917,JP-2020-4001481,2020-04-05,2020-04-09,通常配送,苅蓮-10060,苅込 蓮,小規模事業所,周南市,山口県,日本,中国地方,事務用-文房-10001954,事務用品,文房具,"Acme ペーパー ナイフ, 青",4833.599999999999,4,0.4,-2262.4
5918,JP-2020-4001481,2020-04-05,2020-04-09,通常配送,苅蓮-10060,苅込 蓮,小規模事業所,周南市,山口県,日本,中国地方,家具-家具-10000095,家具,家具,"Advantus 電球, プレミアム",2242.8,3,0.4,-229.20000000000005
5919,JP-2020-4001481,2020-04-05,2020-04-09,通常配送,苅蓮-10060,苅込 蓮,小規模事業所,周南市,山口県,日本,中国地方,家具-本棚-10002379,家具,本棚,"Sauder 棚セット, 従来型",7783.2,1,0.4,1297.1999999999998
5920,JP-2022-1321731,2022-11-11,2022-11-14,ファースト クラス,円香-11335,円城寺 香,小規模事業所,富士市,静岡県,日本,中部地方,事務用-クリ-10003503,事務用品,クリップ,"OIC 画鋲, 各種サイズ",3225.5999999999995,7,0.4,-974.4000000000005
5921,JP-2019-1288282,2019-10-27,2019-10-31,通常配送,宮修-12055,宮家 修,小規模事業所,三田市,兵庫県,日本,関西地方,家具-家具-10001794,家具,家具,"Tenex 積み重ねトレイ, プレミアム",12720.0,8,0.0,1008.0
5922,JP-2019-1288282,2019-10-27,2019-10-31,通常配送,宮修-12055,宮家 修,小規模事業所,三田市,兵庫県,日本,関西地方,家電-付属-10000793,家電,付属品,"ロジクール フラッシュ ドライブ, 高耐久性",6143.999999999999,3,0.0,612.0
5923,JP-2019-1288282,2019-10-27,2019-10-31,通常配送,宮修-12055,宮家 修,小規模事業所,三田市,兵庫県,日本,関西地方,事務用-画材-10004154,事務用品,画材,"Binney & Smith マーカー, メタル",6759.999999999999,4,0.0,1616.0
5924,JP-2019-1288282,2019-10-27,2019-10-31,通常配送,宮修-12055,宮家 修,小規模事業所,三田市,兵庫県,日本,関西地方,家電-電話-10001296,家電,電話機,"アップル 信号ブースター, 青",36440.0,4,0.0,15663.999999999998
5925,JP-2019-1288282,2019-10-27,2019-10-31,通常配送,宮修-12055,宮家 修,小規模事業所,三田市,兵庫県,日本,関西地方,家具-椅子-10001928,家具,椅子,"Office Star ビーチ チェア, 赤",14784.0,4,0.0,5616.0
5926,JP-2019-1288282,2019-10-27,2019-10-31,通常配送,宮修-12055,宮家 修,小規模事業所,三田市,兵庫県,日本,関西地方,事務用-バイ-10003859,事務用品,バインダー,"ウィルソン・ジョーンズ バインダー, リサイクル",1784.0,2,0.0,140.0
5927,JP-2022-2733455,2022-10-03,2022-10-05,ファースト クラス,山桐-12565,山脇 桐子,消費者,沼津市,静岡県,日本,中部地方,事務用-紙-10003510,事務用品,紙,"Eaton リーム, 12 パック",1227.6,1,0.4,-62.40000000000009
5928,JP-2021-1577726,2021-10-23,2021-10-27,通常配送,久勇-18775,久下 勇,小規模事業所,東広島市,広島県,日本,中国地方,事務用-アプ-10000729,事務用品,アプライアンス,"ハミルトンビーチ ミキサー, 黒",37584.0,8,0.0,12016.0
5929,JP-2021-1577726,2021-10-23,2021-10-27,通常配送,久勇-18775,久下 勇,小規模事業所,東広島市,広島県,日本,中国地方,家具-テー-10004480,家具,テーブル,"Hon 教育用机, 黒",46577.99999999999,3,0.3,1992.0000000000036
5930,JP-2021-1577726,2021-10-23,2021-10-27,通常配送,久勇-18775,久下 勇,小規模事業所,東広島市,広島県,日本,中国地方,事務用-文房-10002839,事務用品,文房具,"Kleencut 定規, 青",2711.9999999999995,3,0.0,1080.0
5931,JP-2020-1904232,2020-09-11,2020-09-15,通常配送,宮修-12055,宮家 修,小規模事業所,周南市,山口県,日本,中国地方,事務用-封筒-10001407,事務用品,封筒,"Jiffy 社内用封筒, シルバー",5860.799999999999,3,0.4,-2149.2000000000003
5932,JP-2020-1904232,2020-09-11,2020-09-15,通常配送,宮修-12055,宮家 修,小規模事業所,周南市,山口県,日本,中国地方,家電-事務-10004614,家電,事務機器,"OKI データ インクジェット, 高耐久性",25137.6,2,0.4,-14666.400000000001
5933,JP-2020-1904232,2020-09-11,2020-09-15,通常配送,宮修-12055,宮家 修,小規模事業所,周南市,山口県,日本,中国地方,事務用-文房-10003986,事務用品,文房具,"Stiletto 定規, 業務用",4620.0,7,0.4,-3080.0
5934,JP-2020-1904232,2020-09-11,2020-09-15,通常配送,宮修-12055,宮家 修,小規模事業所,周南市,山口県,日本,中国地方,事務用-保管-10000539,事務用品,保管箱,"Smead 棚, 青",9785.999999999998,5,0.4,-6099.0
5935,JP-2020-1904232,2020-09-11,2020-09-15,通常配送,宮修-12055,宮家 修,小規模事業所,周南市,山口県,日本,中国地方,事務用-紙-10003091,事務用品,紙,"Green Bar 事務用品, プレミアム",5806.8,3,0.4,-2521.2000000000007
5936,JP-2020-1904232,2020-09-11,2020-09-15,通常配送,宮修-12055,宮家 修,小規模事業所,周南市,山口県,日本,中国地方,家具-椅子-10002110,家具,椅子,"Harbour Creations ロッキング チェア, 2 つセット",17920.799999999996,3,0.4,-9559.199999999999
5937,JP-2020-1904232,2020-09-11,2020-09-15,通常配送,宮修-12055,宮家 修,小規模事業所,周南市,山口県,日本,中国地方,家具-椅子-10003237,家具,椅子,"Hon スツール, 2 つセット",6636.0,1,0.4,220.0
5938,JP-2021-1721267,2021-01-22,2021-01-22,即日配送,鷹凛-12445,鷹取 凛,消費者,豊田市,愛知県,日本,中部地方,家具-椅子-10001335,家具,椅子,"Novimex スツール, 黒",21604.000000000004,2,0.0,6264.0
5939,JP-2022-1090061,2022-08-04,2022-08-08,通常配送,松桜-19300,松藤 桜,消費者,茅ヶ崎市,神奈川県,日本,関東地方,家具-椅子-10004803,家具,椅子,"Hon 椅子用マット, 2 つセット",7704.000000000001,2,0.0,2696.0
5940,JP-2021-2042788,2021-06-22,2021-06-27,通常配送,新皐-16615,新宅 皐,大企業,雲南市,島根県,日本,中国地方,事務用-封筒-10002574,事務用品,封筒,"Cameo クラフト封筒, 50 枚セット",4438.0,7,0.0,1946.0
5941,JP-2020-1665333,2020-05-15,2020-05-17,セカンド クラス,幕千-21865,幕田 千代子,消費者,三鷹市,東京都,日本,関東地方,家具-家具-10000836,家具,家具,"Advantus 積み重ねトレイ, 黒",2988.6000000000004,2,0.15,280.5999999999999
5942,JP-2022-2933254,2022-01-03,2022-01-08,セカンド クラス,立輝-12595,立和名 輝,消費者,姫路市,兵庫県,日本,関西地方,事務用-バイ-10000741,事務用品,バインダー,"Ibico タブ, エコノミー",1188.0,2,0.0,164.0
5943,JP-2022-1001177,2022-11-21,2022-11-24,ファースト クラス,佐静-20440,佐沢 静香,大企業,可児市,岐阜県,日本,中部地方,事務用-紙-10002003,事務用品,紙,"ゼロックス スケジュール帳, プレミアム",4074.0,3,0.0,1014.0
5944,JP-2021-2106267,2021-09-04,2021-09-06,ファースト クラス,長美-11095,長洲 美優,大企業,川崎市川崎区,神奈川県,日本,関東地方,家電-電話-10004548,家電,電話機,"モトローラ オーディオ ドック, 各種サイズ",35244.0,3,0.0,255.0
5945,JP-2021-2106267,2021-09-04,2021-09-06,ファースト クラス,長美-11095,長洲 美優,大企業,川崎市川崎区,神奈川県,日本,関東地方,事務用-画材-10001487,事務用品,画材,"Boston マーカー, 各種サイズ",9850.0,5,0.0,1280.0
5946,JP-2022-2042788,2022-11-20,2022-11-23,ファースト クラス,肥彩-18475,肥後 彩乃,小規模事業所,久留米市,福岡県,日本,九州,家具-家具-10003223,家具,家具,"Deflect-O 電球, 高耐久性",3203.999999999999,3,0.0,1308.0000000000002
5947,JP-2019-1136794,2019-10-04,2019-10-06,ファースト クラス,浦七-10750,浦部 七海,消費者,田川郡川崎町 ,福岡県,日本,九州,事務用-保管-10001938,事務用品,保管箱,"Tenex トレイ, メタル",14207.999999999998,4,0.0,3976.0
5948,JP-2019-1531365,2019-11-30,2019-12-05,通常配送,山恵-12820,山地 恵,小規模事業所,春日井市,愛知県,日本,中部地方,家具-本棚-10002508,家具,本棚,"Bush クラシック スタイルの本棚, メタル",109904.0,4,0.0,21976.0
5949,JP-2021-1244337,2021-02-18,2021-02-22,通常配送,山重-12085,山坂 重子,大企業,枚方市,大阪府,日本,関西地方,事務用-文房-10001472,事務用品,文房具,"Stiletto カッター ナイフ, スチール",2358.0,1,0.0,682.0
5950,JP-2021-1244337,2021-02-18,2021-02-22,通常配送,山重-12085,山坂 重子,大企業,枚方市,大阪府,日本,関西地方,事務用-画材-10002098,事務用品,画材,"Binney & Smith キャンバス, 大容量パック",6883.999999999999,2,0.0,2268.0
5951,JP-2022-2161040,2022-03-14,2022-03-16,ファースト クラス,吉桜-16690,吉家 桜,大企業,新宿区,東京都,日本,関東地方,家具-椅子-10002110,家具,椅子,"Harbour Creations ロッキング チェア, 2 つセット",25387.799999999996,3,0.15,-2092.199999999999
5952,JP-2022-2161040,2022-03-14,2022-03-16,ファースト クラス,吉桜-16690,吉家 桜,大企業,新宿区,東京都,日本,関東地方,事務用-バイ-10004069,事務用品,バインダー,"Avery バインダー カバー, クリア",1193.3999999999999,2,0.15,-170.6
5953,JP-2021-2571817,2021-03-27,2021-04-03,通常配送,吉桜-16690,吉家 桜,大企業,堺市堺区,大阪府,日本,関西地方,事務用-画材-10001543,事務用品,画材,"Sanford 鉛筆削り, 青",13776.0,8,0.0,6464.0
5954,JP-2021-2571817,2021-03-27,2021-04-03,通常配送,吉桜-16690,吉家 桜,大企業,堺市堺区,大阪府,日本,関西地方,家電-電話-10001980,家電,電話機,"アップル 充電器, フル サイズ",297500.0,7,0.0,595.0
5955,JP-2021-2571817,2021-03-27,2021-04-03,通常配送,吉桜-16690,吉家 桜,大企業,堺市堺区,大阪府,日本,関西地方,家具-家具-10001217,家具,家具,"Advantus 時計, 高耐久性",25824.0,8,0.0,6192.0
5956,JP-2021-2571817,2021-03-27,2021-04-03,通常配送,吉桜-16690,吉家 桜,大企業,堺市堺区,大阪府,日本,関西地方,事務用-クリ-10004059,事務用品,クリップ,"OIC ホチキス, メタル",6112.0,8,0.0,2992.0
5957,JP-2022-1473792,2022-03-05,2022-03-05,即日配送,加翼-13420,加川 翼,大企業,旭市,千葉県,日本,関東地方,家電-事務-10003250,家電,事務機器,"StarTech レシート プリンター, マルチカラー",13269.599999999999,3,0.4,-1994.4000000000015
5958,JP-2022-1473792,2022-03-05,2022-03-05,即日配送,加翼-13420,加川 翼,大企業,旭市,千葉県,日本,関東地方,事務用-封筒-10003472,事務用品,封筒,"GlobeWeis 各種封筒, 50 枚セット",4626.0,3,0.4,-2622.0
5959,JP-2022-1473792,2022-03-05,2022-03-05,即日配送,加翼-13420,加川 翼,大企業,旭市,千葉県,日本,関東地方,事務用-紙-10002353,事務用品,紙,"Eaton メモ用紙, マルチカラー",1212.0,2,0.4,60.0
5960,JP-2019-1594846,2019-04-14,2019-04-16,セカンド クラス,軽翔-18265,軽部 翔,消費者,各務原市,岐阜県,日本,中部地方,事務用-ラベ-10002007,事務用品,ラベル,"Smead 法的提出用ラベル, 白",2960.0,4,0.0,352.0
